
//    kk  ""tt""  "";;    """"JJ;;kkJJ  JJtt""    ""tt""  ;;tt""""tt    ""tt""   
//   JJ  kk""tt;;JJ      ttkk    ""tt    ;;;;ttJJ;;  ""ttkk;;"";;;;ttkk;;  ;;kk  
//  "";;  ""  kk  kk  tt  ttww    ZZ;;  ww    RR  ;;JJ  JJJJ  tt    RR  ;;JJ  JJ 
//  JJ      """";;""  kk  ttkk  ;;kk    ZZ    ww  ;;""  kk""  ww    kk;;kk""  JJ 
//  kk      JJ  kk    ww  ttkk  JJJJ  ;;ww  ""JJ  ;;tt""RR    ZZ  ;;ZZJJ      kk 
//  kk  ;;  "";;JJ        JJtt  JJJJ  ""kk  JJ""  ww""""ww    ww  ""JJ  ZZ    kk 
//  JJ  JJ  ;;JJ""  "";;  ww;;  kkJJ  JJ""  kk;;  ww  ;;ww  ""JJ  ww;;  ww  ;;tt 
//;;""  RR    RR    ww""  kk""  ;;tt  ww    kkkk      kktt  JJ;;  ZZ;;  ;;  tt   
//  JJkkttkkkk;;kkkk;;JJkktt""kkJJJJkkttJJkk;;  kkkkJJ  ttkkttJJkk;;ttkkJJkkJJ   
//| I | - | L | U | N | A | A | T | H | E | N | A | P | R | O | J | E | C | T |  
//------------------------------------------------------------------------------
// iLAthena 퀘스트 데이터베이스 <http://www.i-luna.com>
// 한글화 by 아이루나 iLAthena Project
//------------------------------------------------------------------------------
// 퀘스트 ID,시간 제한,대상1,값1,대상2,값2,대상3,값3,퀘스트 이름
//
7026,0,0,0,0,0,0,0,"추적대 - 더 수상해진 주문서"
7027,0,0,0,0,0,0,0,"추적대 - 정찰"
7028,0,0,0,0,0,0,0,"추적대 - 정찰?"
7029,0,0,0,0,0,0,0,"추적대 - 레이얀 체포"
7030,0,0,0,0,0,0,0,"추적대 - 레이얀 체포"
7031,0,0,0,0,0,0,0,"추적대 - 레이얀 탈주"
7032,0,0,0,0,0,0,0,"추적대 - 레이얀 탈주"
7033,0,0,0,0,0,0,0,"추적대 - 레이얀 탈주"
7034,0,0,0,0,0,0,0,"추적대 - 레이얀 탈주"
7035,0,0,0,0,0,0,0,"추적대 - 레이얀 탈주"
7036,0,0,0,0,0,0,0,"추적대 - 레이얀 탈주"
7037,0,0,0,0,0,0,0,"단델리온 그리고 우리"
7038,0,0,0,0,0,0,0,"군고구마를 향한 열정"
7039,0,0,0,0,0,0,0,"회피하는 실력이 수준급"
7040,0,0,0,0,0,0,0,"회피하는 실력이 수준급2"
7041,0,0,0,0,0,0,0,"정치는 정치의 프로에게"
7042,0,0,0,0,0,0,0,"사육장 도우미 - 따따초의 먹이"
7043,0,0,0,0,0,0,0,"사육장 도우미 - 코르누스의 먹이"
7044,0,0,0,0,0,0,0,"사육장 도우미 - 힐스리온의 먹이1"
7045,0,0,0,0,0,0,0,"사육장 도우미 - 힐스리온의 먹이2"
7046,0,0,0,0,0,0,0,"사육장 도우미 - 깔개가 필요해"
7047,0,0,0,0,0,0,0,"사육장 도우미 - 오늘 일은 끝!"
7048,0,0,0,0,0,0,0,"타나토스 타워 - 블레드의 부탁!"
7049,0,0,0,0,0,0,0,"타나토스 타워 - 타워의 봉인!"
7050,0,0,0,0,0,0,0,"타나토스 타워 - 타워의 봉인!"
7051,0,0,0,0,0,0,0,"타나토스 타워 - 타워의 봉인!"
7052,0,0,0,0,0,0,0,"타나토스 타워 - 타워의 봉인!"
7053,0,0,0,0,0,0,0,"타나토스 타워 - 그들이 원하는것.."
7054,0,0,0,0,0,0,0,"뮤의 부탁 - 천벌"
7055,0,0,0,0,0,0,0,"뮤의 부탁 - 고양이는 안돼!"
7056,0,0,0,0,0,0,0,"메신저 - 아크의 부탁"
7057,0,0,0,0,0,0,0,"메신저 - 아크의 부탁"
7058,0,0,0,0,0,0,0,"메신저 - 아크의 부탁"
7059,0,0,0,0,0,0,0,"메신저 - 테라의 행방"
7060,0,0,0,0,0,0,0,"메신저 - 테라의 행방"
7061,0,0,0,0,0,0,0,"메신저 - 테라의 행방"
7062,0,0,0,0,0,0,0,"메신저 - 테라의 행방"
7063,0,0,0,0,0,0,0,"메신저 - 테라의 행방"
7064,0,0,0,0,0,0,0,"메신저 - 테라의 행방"
7065,0,0,0,0,0,0,0,"메신저 - 테라의 행방"
7066,0,0,0,0,0,0,0,"메신저 - 진실 증명"
7067,0,0,0,0,0,0,0,"메신저 - 진실 증명"
7068,0,0,0,0,0,0,0,"메신저 - 진실 증명"
7069,0,0,0,0,0,0,0,"메신저 - 늦어버렸다!"
7070,0,0,0,0,0,0,0,"메신저 - 테라의 귀환"
7071,0,0,0,0,0,0,0,"메신저 - 초대"
7072,0,0,0,0,0,0,0,"정기보고서 - 회수"
7073,0,0,0,0,0,0,0,"정기보고서 - 대기"
7074,0,0,0,0,0,0,0,"용맹함의 증명 - 라타"
7075,0,0,0,0,0,0,0,"용맹함의 증명 - 두네이르"
7076,0,0,0,0,0,0,0,"현상수배 - 잔당 소탕"
7077,0,0,0,0,0,0,0,"큐펫을 위해 - 드라코의 알 수집"
7078,0,0,0,0,0,0,0,"큐펫을 위해 - 다음에도 또"
7079,0,0,0,0,0,0,0,"신비한 광석 - 정제된 브라디움"
7080,0,0,0,0,0,0,0,"신비한 광석 - 다음에도 또"
7081,0,0,0,0,0,0,0,"장인정신 - 야이의 장식재료"
7082,0,0,0,0,0,0,0,"장인정신 - 다음에도 또"
7083,0,0,0,0,0,0,0,"페이욘의 새해음식"
7084,0,0,0,0,0,0,0,"떡국 - 또 가져올거지?"
7085,0,0,0,0,0,0,0,"쌀배달 아르바이트"
7086,0,0,0,0,0,0,0,"물품수령증 01"
7087,0,0,0,0,0,0,0,"물품수령증 02"
7088,0,0,0,0,0,0,0,"물품수령증 03"
7089,0,0,0,0,0,0,0,"물품수령증 04"
7090,0,0,0,0,0,0,0,"쌀배달 - 다음에도 또"
7091,0,0,0,0,0,0,0,"다오라의 조언 01"
7092,0,0,0,0,0,0,0,"다오라의 조언 02"
7093,0,0,0,0,0,0,0,"다오라의 조언 03"
7094,0,0,0,0,0,0,0,"다오라의 조언 04"
7095,0,0,0,0,0,0,0,"다오라의 조언 05"
7096,0,0,0,0,0,0,0,"새로운 자격의 증명"
7097,0,0,0,0,0,0,0,"새로운 자격의 증명"
7098,0,0,0,0,0,0,0,"새로운 자격의 증명"
7099,0,0,0,0,0,0,0,"새로운 자격의 증명"
7100,0,0,0,0,0,0,0,"베르카셀의 전언"
7101,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 1"
7102,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 2"
7103,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 3"
7104,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 4"
7105,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 4"
7106,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 5"
7107,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 6"
7108,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 7"
7109,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 8"
7110,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 9"
7111,0,0,0,0,0,0,0,"어쌔신길드의 특수임무 10"
7112,0,0,0,0,0,0,0,"마델레의 정보"
7113,0,0,0,0,0,0,0,"크레이브의 정보"
7114,0,0,0,0,0,0,0,"트로반의 정보"
7115,0,0,0,0,0,0,0,"행상인의 정보"
7116,0,0,0,0,0,0,0,"마을노인의 정보"
7117,0,0,0,0,0,0,0,"라그나로크 첫걸음"
7118,0,0,0,0,0,0,0,"초보자 수련장 - 1"
7119,0,0,0,0,0,0,0,"초보자 수련장 - 2"
7120,0,0,0,0,0,0,0,"초보자 수련장 - 3"
7121,0,0,0,0,0,0,0,"초보자 수련장 - 4"
7122,0,0,0,0,0,0,0,"첫 전투 - 포링을 잡아라"
7123,0,0,0,0,0,0,0,"전투의 기본 -1"
7124,0,0,0,0,0,0,0,"전투의 기본 -2"
7125,0,0,0,0,0,0,0,"사용하지않음"
7126,0,0,0,0,0,0,0,"나만의 특수기술"
7127,0,0,0,0,0,0,0,"전투의 기본 -3"
7128,0,0,0,0,0,0,0,"훈련코스 '사막을 정복!'-시작"
7129,0,0,0,0,0,0,0,"훈련코스 '사막을 정복!'-실전1"
7130,0,0,0,0,0,0,0,"훈련코스 '사막을 정복!'-실전2"
7131,0,0,0,0,0,0,0,"훈련코스 '사막을 정복!'-실전3"
7132,0,0,0,0,0,0,0,"훈련코스 '사막을 정복!'-완료"
7133,0,0,0,0,0,0,0,"훈련코스 '지하수로를 정복!'-시작"
7134,0,0,0,0,0,0,0,"훈련코스 '지하수로를 정복!'-실전1"
7135,0,0,0,0,0,0,0,"훈련코스 '지하수로를 정복!'-실전2"
7136,0,0,0,0,0,0,0,"훈련코스 '지하수로를 정복!'-실전3"
7137,0,0,0,0,0,0,0,"훈련코스 '지하수로를 정복!'-완료"
7138,0,0,0,0,0,0,0,"훈련코스 '귀신동굴을 정복!'-시작"
7139,0,0,0,0,0,0,0,"훈련코스 '귀신동굴을정복!'-실전1"
7140,0,0,0,0,0,0,0,"훈련코스 '귀신동굴을 정복!'-실전2"
7141,0,0,0,0,0,0,0,"훈련코스 '귀신동굴을 정복!'-완료"
7142,0,0,0,0,0,0,0,"훈련코스 '개미지옥을 정복!'-시작"
7143,0,0,0,0,0,0,0,"훈련코스 '개미지옥을 정복!'-실전1"
7144,0,0,0,0,0,0,0,"훈련코스 '개미지옥을 정복!'-실전2"
7145,0,0,0,0,0,0,0,"훈련코스 '개미지옥을 정복!'-실전3"
7146,0,0,0,0,0,0,0,"훈련코스 '개미지옥을 정복!'-완료"
7147,0,0,0,0,0,0,0,"훈련코스 '오크마을을 정복!'-시작"
7148,0,0,0,0,0,0,0,"훈련코스 '오크마을을 정복!'-실전1"
7149,0,0,0,0,0,0,0,"훈련코스 '오크마을을 정복!'-실전2"
7150,0,0,0,0,0,0,0,"훈련코스 '오크마을을 정복!'-실전3"
7151,0,0,0,0,0,0,0,"훈련코스 '오크마을을 정복!'-완료"
7152,0,0,0,0,0,0,0,"훈련코스 '오크던전을 정복!'-시작"
7153,0,0,0,0,0,0,0,"훈련코스 '오크던전을 정복!'-실전1"
7154,0,0,0,0,0,0,0,"훈련코스 '오크던전을 정복!'-실전2"
7155,0,0,0,0,0,0,0,"훈련코스 '오크던전을 정복!'-완료"
7156,0,0,0,0,0,0,0,"훈련코스 '해저도시를 정복!'-시작"
7157,0,0,0,0,0,0,0,"훈련코스 '해저도시를 정복!'-실전1"
7158,0,0,0,0,0,0,0,"훈련코스 '해저도시를 정복!'-실전2"
7159,0,0,0,0,0,0,0,"훈련코스 '해저도시를 정복!'-완료"
8000,0,0,0,0,0,0,0,"어쌔신 전직 포기"
8001,0,0,0,0,0,0,0,"어쌔신 전직 신청"
8002,0,0,0,0,0,0,0,"어쌔신 전직 필기 시험"
8003,0,0,0,0,0,0,0,"어쌔신 전직 실기 시험"
8004,0,0,0,0,0,0,0,"어쌔신 전직 실기 시험"
8005,0,0,0,0,0,0,0,"어쌔신 전직 실기 시험"
8006,0,0,0,0,0,0,0,"길드마스터를 찾아라"
8007,0,0,0,0,0,0,0,"길드마스터의 인정"
8008,0,0,0,0,0,0,0,"어쌔신으로 전직"
8009,0,0,0,0,0,0,0,"프리스트 전직 신청"
8010,0,0,0,0,0,0,0,"프리스트 순례 수행"
8011,0,0,0,0,0,0,0,"프리스트 구마 수행"
8012,0,0,0,0,0,0,0,"프리스트 구마 수행"
8013,0,0,0,0,0,0,0,"프리스트 전직 시험"
8014,0,0,0,0,0,0,0,"프리스트 봉사의 서약"
8015,0,0,0,0,0,0,0,"프리스트 전직 신청"
8016,0,0,0,0,0,0,0,"프리스트로 전직"
8017,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8018,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8019,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8020,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8021,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8022,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8023,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8024,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8025,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8026,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8027,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8028,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8029,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8030,0,0,0,0,0,0,0,"아인브로크 공장 조사"
8031,0,0,0,0,0,0,0,"아인브로크 공장 보수"
8032,0,0,0,0,0,0,0,"펠록의 부탁"
8033,0,0,0,0,0,0,0,"뜨록의 부탁"
8034,0,0,0,0,0,0,0,"뜨록의 부탁"
8035,0,0,0,0,0,0,0,"펠록에게 편지 전달"
8036,0,0,0,0,0,0,0,"헤일렌의 부탁"
8037,0,0,0,0,0,0,0,"케이시에게 편지 전달"
8038,0,0,0,0,0,0,0,"케이시에게 편지 전달"
8039,0,0,0,0,0,0,0,"비공정의 비밀"
8040,0,0,0,0,0,0,0,"비공정의 비밀"
8041,0,0,0,0,0,0,0,"비공정의 비밀"
8042,0,0,0,0,0,0,0,"비공정의 비밀"
8043,0,0,0,0,0,0,0,"비공정의 비밀"
8044,0,0,0,0,0,0,0,"유스란의 약혼자"
8045,0,0,0,0,0,0,0,"케이시의 증언"
8046,0,0,0,0,0,0,0,"뜨록 선장의 탑승목록"
8047,0,0,0,0,0,0,0,"유스란의 부탁"
8048,0,0,0,0,0,0,0,"유크란의 증언"
8049,0,0,0,0,0,0,0,"티어리의 부탁"
8050,0,0,0,0,0,0,0,"티어리에게 다가오는 위험"
8051,0,0,0,0,0,0,0,"유스란의 약"
8052,0,0,0,0,0,0,0,"티어리의 부탁"
8053,0,0,0,0,0,0,0,"엘런의 약"
8054,0,0,0,0,0,0,0,"효자 포스틸의 전언"
8055,0,0,0,0,0,0,0,"엘런 간호하기"
8056,0,0,0,0,0,0,0,"엘런의 보답"
8057,0,0,0,0,0,0,0,"푸념하는 마나인"
8058,0,0,0,0,0,0,0,"엘샹트와의 대화"
8059,0,0,0,0,0,0,0,"펠피츠와의 대화"
8060,0,0,0,0,0,0,0,"완고한 엘샹트"
8061,0,0,0,0,0,0,0,"마나인의 한탄"
8062,0,0,0,0,0,0,0,"카나인의 영혼"
8063,0,0,0,0,0,0,0,"카나인과 엘샹트의 재회"
8064,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8065,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8066,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8067,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8068,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8069,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8070,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8071,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8072,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8073,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8074,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8075,0,0,0,0,0,0,0,"시레트의 꼬치요리"
8076,0,0,0,0,0,0,0,"클리저와 카라"
8077,0,0,0,0,0,0,0,"클리저와 카라"
8078,0,0,0,0,0,0,0,"클리저와 카라"
8079,0,0,0,0,0,0,0,"클리저와 카라"
8080,0,0,0,0,0,0,0,"클리저와 카라"
8081,0,0,0,0,0,0,0,"클리저와 카라"
8082,0,0,0,0,0,0,0,"클리저와 카라"
8083,0,0,0,0,0,0,0,"클리저와 카라"
8084,0,0,0,0,0,0,0,"클리저와 카라"
8085,0,0,0,0,0,0,0,"클리저와 카라"
8086,0,0,0,0,0,0,0,"클리저와 카라"
8087,0,0,0,0,0,0,0,"클리저와 카라"
8088,0,0,0,0,0,0,0,"클리저와 카라"
8089,0,0,0,0,0,0,0,"도난당한 보석"
8090,0,0,0,0,0,0,0,"도난당한 보석"
8091,0,0,0,0,0,0,0,"도난당한 보석"
8092,0,0,0,0,0,0,0,"도난당한 보석"
8093,0,0,0,0,0,0,0,"도난당한 보석"
8094,0,0,0,0,0,0,0,"도난당한 보석"
8095,0,0,0,0,0,0,0,"도난당한 보석"
8096,0,0,0,0,0,0,0,"도난당한 보석"
8097,0,0,0,0,0,0,0,"도난당한 보석"
8098,0,0,0,0,0,0,0,"도난당한 보석"
8099,0,0,0,0,0,0,0,"도난당한 보석"
8100,0,0,0,0,0,0,0,"대신관의 추천서"
8101,0,0,0,0,0,0,0,"대신관의 추천서"
8102,0,0,0,0,0,0,0,"대신관의 추천서"
8103,0,0,0,0,0,0,0,"대신관의 추천서"
8104,0,0,0,0,0,0,0,"대신관의 추천서"
8105,0,0,0,0,0,0,0,"대신관의 추천서"
8106,0,0,0,0,0,0,0,"블루스피티의 행방"
8107,0,0,0,0,0,0,0,"라셀렌의 증언"
8108,0,0,0,0,0,0,0,"이국인 카팅슈엘"
8109,0,0,0,0,0,0,0,"블루스피티의 향기"
8110,0,0,0,0,0,0,0,"블루스피티의 향기"
8111,0,0,0,0,0,0,0,"라셀렌의 증언"
8112,0,0,0,0,0,0,0,"프레이야의 샘"
8113,0,0,0,0,0,0,0,"블루스피티의 일기"
8114,0,0,0,0,0,0,0,"블루스피티의 일기"
8115,0,0,0,0,0,0,0,"블루스피티의 일기"
8116,0,0,0,0,0,0,0,"의혹의 카팅슈엘"
8117,0,0,0,0,0,0,0,"라셀렌의 증언"
8118,0,0,0,0,0,0,0,"프레이야의 샘"
8119,0,0,0,0,0,0,0,"센다르와의 대화"
8120,0,0,0,0,0,0,0,"카팅슈엘과의 대화"
8121,0,0,0,0,0,0,0,"카팅슈엘과의 대화"
8122,0,0,0,0,0,0,0,"카팅슈엘과의 대화"
8123,0,0,0,0,0,0,0,"아요타야의 명물, 똠양꿍"
8124,0,0,0,0,0,0,0,"아요타야의 명물, 똠양꿍"
8125,0,0,0,0,0,0,0,"아요타야의 명물, 똠양꿍"
8126,0,0,0,0,0,0,0,"아요타야의 명물, 똠양꿍"
8127,0,0,0,0,0,0,0,"모모타로 체험관"
8128,0,0,0,0,0,0,0,"모모타로 체험관"
8129,0,0,0,0,0,0,0,"모모타로 체험관"
8130,0,0,0,0,0,0,0,"모모타로 체험관"
8131,0,0,0,0,0,0,0,"아마쯔 성주의 어머님"
8132,0,0,0,0,0,0,0,"아마쯔 성주의 어머님"
8133,0,0,0,0,0,0,0,"여우의 노래"
8134,0,0,0,0,0,0,0,"북쪽 신사의 소년"
8135,0,0,0,0,0,0,0,"여우 퇴치"
8136,0,0,0,0,0,0,0,"위험한 숲"
8137,0,0,0,0,0,0,0,"세 갈림길의 비석"
8138,0,0,0,0,0,0,0,"회색 늑대의 경고"
8139,0,0,0,0,0,0,0,"회색 늑대의 부탁"
8140,0,0,0,0,0,0,0,"마리아 모레브나"
8141,0,0,0,0,0,0,0,"모스코비아의 블랙스미스"
8142,0,0,0,0,0,0,0,"황금색의 열쇠"
8143,0,0,0,0,0,0,0,"바실리의 빨간 반지"
8144,0,0,0,0,0,0,0,"마쉔까의 행방"
8145,0,0,0,0,0,0,0,"마쉔까의 행방"
8146,0,0,0,0,0,0,0,"나무피리의 노래"
8147,0,0,0,0,0,0,0,"나무피리의 노래"
8148,0,0,0,0,0,0,0,"상심한 아주머니"
8149,0,0,0,0,0,0,0,"상심한 아주머니"
8150,0,0,0,0,0,0,0,"루살까의 연인"
8151,0,0,0,0,0,0,0,"이국의 방랑자"
8152,0,0,0,0,0,0,0,"모로크 마을주민"
8153,0,0,0,0,0,0,0,"이고르의 전언"
8155,0,0,0,0,0,0,0,"겨울의 주인 마로즈까"
8156,0,0,0,0,0,0,0,"겨울의 주인 마로즈까"
8157,0,0,0,0,0,0,0,"마로즈까의 조건"
8158,0,0,0,0,0,0,0,"낡은 오두막의 바바야가"
8159,0,0,0,0,0,0,0,"바바야가의 심부름"
8160,0,0,0,0,0,0,0,"바바야가의 심부름"
8161,0,0,0,0,0,0,0,"바바야가의 심부름"
8162,0,0,0,0,0,0,0,"바바야가의 심부름"
8163,0,0,0,0,0,0,0,"바바야가의 심부름"
8164,0,0,0,0,0,0,0,"바바야가의 심부름"
8165,0,0,0,0,0,0,0,"바바야가의 심부름"
8166,0,0,0,0,0,0,0,"바바야가의 심부름"
8167,0,0,0,0,0,0,0,"바바야가의 심부름"
8168,0,0,0,0,0,0,0,"바바야가의 심부름"
8169,0,0,0,0,0,0,0,"바바야가의 심부름"
8170,0,0,0,0,0,0,0,"바바야가의 심부름"
8171,0,0,0,0,0,0,0,"바바야가의 심부름"
8172,0,0,0,0,0,0,0,"바바야가의 심부름"
8173,0,0,0,0,0,0,0,"바바야가의 심부름"
8174,0,0,0,0,0,0,0,"바바야가의 심부름"
8175,0,0,0,0,0,0,0,"바바야가의 심부름"
8176,0,0,0,0,0,0,0,"황금색의 열쇠"
8177,0,0,0,0,0,0,0,"불사신 코쉐이"
8178,0,0,0,0,0,0,0,"살아있는 물과 죽은 물"
8179,0,0,0,0,0,0,0,"살아있는 물과 죽은 물"
8180,0,0,0,0,0,0,0,"살아있는 물과 죽은 물"
8181,0,0,0,0,0,0,0,"사이트 블래스터"
8182,0,0,0,0,0,0,0,"밀어내는 기술의 원리"
8183,0,0,0,0,0,0,0,"사이트 블래스터"
8184,0,0,0,0,0,0,0,"엘레멘탈 컨버터"
8185,0,0,0,0,0,0,0,"엘레멘탈 체인지"
8186,0,0,0,0,0,0,0,"화속성 엘레멘탈 체인지"
8187,0,0,0,0,0,0,0,"지속성 엘레멘탈 체인지"
8188,0,0,0,0,0,0,0,"풍속성 엘레멘탈 체인지"
8189,0,0,0,0,0,0,0,"수속성 엘레멘탈 체인지"
8190,0,0,0,0,0,0,0,"매혹의 윙크"
8191,0,0,0,0,0,0,0,"매혹의 조언자"
8192,0,0,0,0,0,0,0,"제멋대로인 조언자"
8193,0,0,0,0,0,0,0,"제멋대로인 조언자"
8194,0,0,0,0,0,0,0,"인사불성 조언자"
8195,0,0,0,0,0,0,0,"친절한 사넬"
8196,0,0,0,0,0,0,0,"삼국 연합 조사단의 갈등"
8197,0,0,0,0,0,0,0,"서류 전달"
8198,0,0,0,0,0,0,0,"사무관에게 보고"
8199,0,0,0,0,0,0,0,"연합조사단 사무관의 부탁"
8200,0,0,0,0,0,0,0,"료슨의 자료 요청"
8201,0,0,0,0,0,0,0,"분실된 자료"
8202,0,0,0,0,0,0,0,"서류 복원"
8203,0,0,0,0,0,0,0,"서류 복원"
8204,0,0,0,0,0,0,0,"료슨에게 자료 전달"
8205,0,0,0,0,0,0,0,"사무관에게 보고"
8206,0,0,0,0,0,0,0,"연합조사단 회의"
8207,0,0,0,0,0,0,0,"범인은 헨지느가 아니다"
8208,0,0,0,0,0,0,0,"헨지느의 부탁"
8209,0,0,0,0,0,0,0,"휴의 보고서"
8210,0,0,0,0,0,0,0,"사무관에게 보고"
8211,0,0,0,0,0,0,0,"슈랭크의 강의"
8212,0,0,0,0,0,0,0,"슈랭크의 강의"
8213,0,0,0,0,0,0,0,"슈랭크의 강의"
8214,0,0,0,0,0,0,0,"슈랭크의 강의"
8215,0,0,0,0,0,0,0,"슈랭크의 강의"
8216,0,0,0,0,0,0,0,"슈랭크의 심부름"
8217,0,0,0,0,0,0,0,"디큐이의 전언"
8218,0,0,0,0,0,0,0,"슈랭크의 강의"
8219,0,0,0,0,0,0,0,"슈랭크의 강의"
8220,0,0,0,0,0,0,0,"슈랭크의 강의"
8221,0,0,0,0,0,0,0,"슈랭크의 강의"
8222,0,0,0,0,0,0,0,"슈랭크의 심부름"
8223,0,0,0,0,0,0,0,"디큐이의 심부름"
8224,0,0,0,0,0,0,0,"범인의 단서"
8225,0,0,0,0,0,0,0,"디큐이의 추리"
8226,0,0,0,0,0,0,0,"방클리의 죽음"
8227,0,0,0,0,0,0,0,"슈랭크에게 귀환"
8228,0,0,0,0,0,0,0,"슈랭크의 강의"
8229,0,0,0,0,0,0,0,"가닝의 강의"
8230,0,0,0,0,0,0,0,"가닝의 강의"
8231,0,0,0,0,0,0,0,"가닝의 강의"
8232,0,0,0,0,0,0,0,"가닝의 강의"
8233,0,0,0,0,0,0,0,"가닝의 강의"
8234,0,0,0,0,0,0,0,"프론테라 시장 조사"
8235,0,0,0,0,0,0,0,"가닝의 강의"
8236,0,0,0,0,0,0,0,"가닝의 강의"
8237,0,0,0,0,0,0,0,"가닝의 강의"
8238,0,0,0,0,0,0,0,"가닝의 강의"
8239,0,0,0,0,0,0,0,"가닝의 강의"
8240,0,0,0,0,0,0,0,"가닝의 강의"
8241,0,0,0,0,0,0,0,"붉은색 보석 회수"
8242,0,0,0,0,0,0,0,"파란색 보석 회수"
8243,0,0,0,0,0,0,0,"이계의 언어"
8244,0,0,0,0,0,0,0,"요정과 나무 거인"
8245,0,0,0,0,0,0,0,"언어의 표본 조사"
8246,0,0,0,0,0,0,0,"언어의 표본 조사"
8247,0,0,0,0,0,0,0,"연구 상황 조사"
8248,0,0,0,0,0,0,0,"연구 상황 조사"
8249,0,0,0,0,0,0,0,"정보의 저장 방법"
8250,0,0,0,0,0,0,0,"이계의 광석"
8251,0,0,0,0,0,0,0,"마력 주입"
8252,0,0,0,0,0,0,0,"세공된 보석"
8253,0,0,0,0,0,0,0,"이계 언어 변환기"
8254,0,0,0,0,0,0,0,"몸과 마음을 가볍게"
8255,0,0,0,0,0,0,0,"생존력 테스트"
8256,0,0,0,0,0,0,0,"생존력 테스트"
8257,0,0,0,0,0,0,0,"티어드롭의 식량조달"
8258,0,0,0,0,0,0,0,"티어드롭의 식량조달"
8259,0,0,0,0,0,0,0,"레인저 실기 시험장으로"
8260,0,0,0,0,0,0,0,"미션! 서류 전달"
8261,0,0,0,0,0,0,0,"피리를 불면 늑대가 나타난다!"
8262,0,0,0,0,0,0,0,"레인저 마스터 네버어게인"
8265,0,0,0,0,0,0,0,"한 시간에 한 번만!"
8266,0,0,0,0,0,0,0,"포이즌 스포아 사냥!"
8267,0,0,0,0,0,0,0,"스모키 사냥!"
8268,0,0,0,0,0,0,0,"엘더 윌로우 사냥!"
8269,0,0,0,0,0,0,0,"코코 사냥!"
8270,0,0,0,0,0,0,0,"타라 프로그 사냥!"
8271,0,0,0,0,0,0,0,"해충 박멸제 배달!"
8272,0,0,0,0,0,0,0,"꿀 배달!"
8273,0,0,0,0,0,0,0,"모포 배달!"
8274,0,0,0,0,0,0,0,"뼈 모으기!"
8275,0,0,0,0,0,0,0,"발바닥 모으기!"
8276,0,0,0,0,0,0,0,"등껍질 모으기!"
8277,0,0,0,0,0,0,0,"꼬리 모으기!"
8278,0,0,0,0,0,0,0,"쿠키 모으기!"
8279,0,0,0,0,0,0,0,"수염 모으기!"
9000,0,0,0,0,0,0,0,"나이트 전직으로의 시작"
9001,0,0,0,0,0,0,0,"나이트로서의 성실함"
9002,0,0,0,0,0,0,0,"나이트로서의 성실함"
9003,0,0,0,0,0,0,0,"나이트로서의 길"
9004,0,0,0,0,0,0,0,"나이트로서의 길"
9005,0,0,0,0,0,0,0,"나이트로서의 강인함"
9006,0,0,0,0,0,0,0,"나이트로서의 강인함"
9007,0,0,0,0,0,0,0,"나이트로서의 길"
9008,0,0,0,0,0,0,0,"나이트로서의 예의"
9009,0,0,0,0,0,0,0,"나이트로서의 길"
9010,0,0,0,0,0,0,0,"나이트로서의 마음가짐"
9011,0,0,0,0,0,0,0,"나이트로서의 길"
9012,0,0,0,0,0,0,0,"나이트 그 영광을!"
9013,0,0,0,0,0,0,0,"위자드가 되자!"
9014,0,0,0,0,0,0,0,"위자드가 되자!"
