//그룹ID,아이템ID,확률
//
// 응급처치상자
44,4284,10// 체펫트 카드
44,4285,10// 쵸코 카드
44,4290,5// 캣오나인테일 카드
44,4291,10// 코볼트리더 카드
44,4300,10// 키메라 카드
44,4306,10// 토드 카드
44,4320,1// 피빛의기사 카드
44,4336,1// 운골리안트카드
44,4354,1// 제미니-S58카드
44,4384,1// 하이드로랜서카드
44,4395,3// 타나토스의슬픔카드
44,4396,3// 타나토스의증오카드
44,4397,3// 타나토스의절망카드
// 고향선물
45,12195,1// 담백한 떡
45,12196,1// 든든한 떡
45,12197,1// 짭짤한 떡
45,12198,1// 행운의 떡
45,12122,1// 다식
45,12123,1// 유과
45,12124,1// 무지개떡
45,663,1// 송편
// 가장무도회 상자
46,5296,10// 늘어진 구미호
46,5297,1// 소울리스 윙
46,5298,10// 아프로 가발
46,5299,10// 파그다야
// Tresure Box WoE
47,12010,24// 바람 화살통
47,12011,25// 암석 화살통
47,12012,26// 수정 화살통
47,12183,7// 성스러운 화살통
47,12149,27// 탄약통
47,12150,27// 탄약통 블러드
47,12151,27// 탄약통 실버
47,12105,12// 테이밍 선물셋트
47,12110,8// 응급처치상자
47,12111,36// 음식보자기
47,12108,9// 주문서 다발
47,12702,8// 오래된 파랑상자
47,12130,48// 과자주머니
47,12194,6// 고향선물
47,12260,22// 시원한 여름의상
47,658,6// 조직의단결력
47,12107,2// 포장된 가면
47,678,3// 독약병
47,603,6// 오래된 파란상자
47,732,8// 다이아몬드 3캐럿
// Masquerade Ball Box2
48,5213,13// 검은 토끼 머리띠
48,5289,10// 바닐미르스 모자
48,5304,9// 맹목의 후드
48,5211,1// 드레스 햇
// Easter Scroll
49,638,110// 순결의 은장도
49,659,110// 그녀의 마음
49,636,110// 수취인 불명
49,637,110// 헌 빗자루
49,639,110// 복종의 팔찌
49,640,110// 반짝이는 돌
49,641,110// 어둠의 계약서
49,642,110// 악마소환서
49,643,205// 휴대용 알 부화기
49,2264,1// 무낙모자
49,5046,1// 본건 모자
49,5167,1// 무낙모자
49,5168,1// 본건 모자
49,2274,1// 망자의 머리띠
// Pierre Treasurebox
50,12018,2// 폭죽
50,975,3// 빨간색 염료
50,976,3// 노란색 염료
50,978,3// 파란색 염료
50,979,3// 초록색 염료
50,980,3// 주홍색 염료
50,981,3// 보라색 염료
50,982,3// 하얀색 염료
50,983,3// 검은색 염료
50,7289,3// 감람석
50,7290,3// 금운모
50,7291,3// 마노
50,7292,3// 백운모
50,7293,3// 장미석영
50,7294,3// 터키석
50,7295,3// 황수정
50,7296,3// 휘석
50,7297,3// 흑운모
50,12075,3// 혓바닥요리
50,12090,3// 사막전갈 모래찜
50,12085,3// 불사의 찌개
50,12100,3// 구미호 꼬리요리
50,12095,3// 흐베르겔미르의 술
50,604,3// 고목나무 가지
50,617,4// 오래된 보라색 상자
50,644,3// 선물상자
50,603,11// 오래된 파란상자
50,12103,1// 피묻은 나무가지
// Cherish Box
51,5454,1// 강아지 모자
51,5455,4// 장식용 지오그래퍼
51,5456,4// 바캉스 모자
// Cherish Box Ori
52,5256,1// 발키리 깃털 모자
52,5212,2// 새틀라이트 헤어밴드
52,5305,2// 해적의 대거
52,5332,2// 로키 마스크
52,2712,2// 애장판북
